347db233-b5ed-4415-ab8c-a8968f019eac,vitamin,Vitamins,"[{'index': 5, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
52a62a71-f05b-4c89-aace-4342647a89dd,hyaluronic_acid,Hyaluronic Acid,"[{'index': 6, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
6e1b6c6c-182f-4953-8a17-1b985f026bfe,hyaluronic_acid,Hyaluronic Acid,"[{'index': 3, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}, {'index': 9, 'title': 'Hyaluronic Acid', 'alias': 'hyaluronic-acid'}]"
f7331b95-4d76-4ed6-ba87-604c2b600c01,niacinamide,Niacinamide,"[{'index': 6, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
f7331b95-4d76-4ed6-ba87-604c2b600c01,aha,AHA (Alphahydroxy Acid),"[{'index': 15, 'title': 'Citric Acid', 'alias': 'citric-acid'}]"
f7331b95-4d76-4ed6-ba87-604c2b600c01,bha,BHA (Betahydroxy acid),"[{'index': 14, 'title': 'Capryloyl Salicylic Acid', 'alias': 'capryloyl-salicylic-acid'}, {'index': 18, 'title': 'Salicylic Acid', 'alias': 'salicylic-acid'}]"
f7331b95-4d76-4ed6-ba87-604c2b600c01,vitamin,Vitamins,"[{'index': 6, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
cc38352e-5669-4d44-b2f8-d97030ec89da,aha,AHA (Alphahydroxy Acid),"[{'index': 6, 'title': 'Mandelic Acid', 'alias': 'mandelic-acid'}, {'index': 9, 'title': 'Citric Acid', 'alias': 'citric-acid'}, {'index': 14, 'title': 'Lactic Acid', 'alias': 'lactic-acid'}]"
cc38352e-5669-4d44-b2f8-d97030ec89da,bha,BHA (Betahydroxy acid),"[{'index': 7, 'title': 'Salicylic Acid', 'alias': 'salicylic-acid'}]"
8e8b36f1-d67e-47f7-97f2-2e4afff4361a,aha,AHA (Alphahydroxy Acid),"[{'index': 18, 'title': 'Lactic Acid', 'alias': 'lactic-acid'}]"
177f5bad-2ae5-4f71-b63b-2e9a292acad3,hyaluronic_acid,Hyaluronic Acid,"[{'index': 7, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
177f5bad-2ae5-4f71-b63b-2e9a292acad3,aha,AHA (Alphahydroxy Acid),"[{'index': 10, 'title': 'Citric Acid', 'alias': 'citric-acid'}]"
0eb7b2a5-665c-4b14-8fc3-67ea5b4565b9,hyaluronic_acid,Hyaluronic Acid,"[{'index': 7, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
0eb7b2a5-665c-4b14-8fc3-67ea5b4565b9,aha,AHA (Alphahydroxy Acid),"[{'index': 10, 'title': 'Citric Acid', 'alias': 'citric-acid'}]"
